"B1R1,C,2","B1R2,C,2","B1R4,C,3","B1R5,C,3","B1R6,C,1","B1R7,C,1","B1R8,C,1","B1R9,C,1","B7R1AK2,N,2,0","B7R1AK3,N,2,0","B7R1AK4,N,2,0","B7R1AK5,N,2,0","FILLER_ID,C,3","REC_TYPE,C,1"
11,01,010,001,2,2,1,1,0,0,0,0,000,6
11,01,010,002,2,1,1,1,0,0,0,0,000,6
11,01,010,003,2,1,1,1,0,0,0,0,000,6
11,01,010,004,2,2,1,1,0,1,0,1,000,6
11,01,010,005,2,2,1,1,0,2,0,2,000,6
11,01,010,006,2,1,1,1,0,1,0,1,000,6
11,01,020,001,2,2,1,2,0,0,0,0,000,6
11,01,020,002,2,2,1,2,0,0,0,0,000,6
11,01,020,003,2,2,1,2,0,0,0,0,000,6
11,01,020,004,1,2,1,2,0,2,0,2,000,6
11,01,020,005,1,2,1,3,0,0,0,0,000,6
11,01,020,006,2,2,1,2,0,0,0,0,000,6
11,01,020,007,2,2,1,2,0,0,0,0,000,6
11,01,020,008,2,2,1,2,0,0,0,0,000,6
11,01,020,009,2,2,1,2,0,0,0,0,000,6
11,01,020,010,2,2,1,2,0,0,0,0,000,6
11,01,020,011,2,2,1,2,0,0,0,0,000,6
11,01,020,012,2,2,1,2,0,0,0,0,000,6
11,01,020,013,2,2,1,2,0,0,0,0,000,6
11,01,020,014,2,2,1,2,0,0,0,0,000,6
11,01,020,015,2,2,1,2,0,0,0,0,000,6
11,01,020,016,2,2,1,3,0,0,0,0,000,6
11,01,020,017,2,2,1,3,0,0,0,0,000,6
11,01,030,001,2,1,1,2,0,0,0,0,000,6
11,01,030,002,2,1,1,1,0,0,0,0,000,6
11,01,030,003,2,1,1,1,0,0,0,0,000,6
11,01,030,004,2,1,1,2,0,0,0,0,000,6
11,01,030,005,2,1,1,1,0,0,0,0,000,6
11,01,030,006,2,1,1,2,0,0,0,0,000,6
11,01,030,007,2,1,1,2,0,1,0,1,000,6
11,01,030,008,2,1,1,2,0,0,0,0,000,6
11,01,030,009,2,1,1,2,0,0,0,0,000,6
11,01,030,010,2,1,1,2,0,0,0,0,000,6
11,01,030,011,2,1,1,2,0,0,0,0,000,6
11,01,030,012,2,1,1,2,0,0,0,0,000,6
11,01,030,013,2,1,1,1,0,0,0,0,000,6
11,01,030,014,2,1,1,1,0,1,0,1,000,6
11,01,030,015,2,1,1,2,0,1,0,1,000,6
11,01,030,016,2,1,1,1,0,0,0,0,000,6
11,01,030,017,2,1,1,2,0,0,0,0,000,6
11,01,030,018,2,1,1,2,0,0,0,0,000,6
11,01,030,019,2,1,1,2,0,1,0,1,000,6
11,01,030,020,1,1,1,3,0,1,0,1,000,6
11,01,030,021,2,1,1,2,0,0,0,0,000,6
11,01,030,022,2,1,1,2,0,0,0,0,000,6
11,01,030,023,2,1,1,1,0,0,0,0,000,6
11,01,030,024,2,1,1,1,0,0,0,0,000,6
11,01,030,025,2,1,1,1,0,0,0,0,000,6
11,01,030,026,2,1,1,1,0,0,0,0,000,6
11,01,030,027,2,1,1,1,0,0,0,0,000,6
11,01,030,028,2,1,1,2,0,0,0,0,000,6
11,01,030,029,2,1,1,2,0,1,0,1,000,6
11,01,030,030,2,1,1,1,0,0,0,0,000,6
11,01,030,031,2,1,1,1,0,0,0,0,000,6
11,01,030,032,2,1,1,2,0,0,0,0,000,6
11,01,030,033,2,1,1,2,0,0,0,0,000,6
11,01,030,034,2,1,1,3,0,0,0,0,000,6
11,01,030,035,2,1,1,2,0,0,0,0,000,6
11,01,030,036,2,1,1,1,0,0,0,0,000,6
11,01,030,037,2,1,1,2,0,0,0,0,000,6
11,01,030,038,2,1,1,2,0,0,0,0,000,6
11,01,030,039,2,1,1,2,0,0,0,0,000,6
11,01,030,040,2,1,1,2,0,0,0,0,000,6
11,01,030,041,2,1,1,2,0,0,0,0,000,6
11,01,030,042,2,1,1,2,0,0,0,0,000,6
11,01,030,043,2,1,1,2,0,0,0,0,000,6
11,01,030,044,2,1,1,1,0,0,0,0,000,6
11,01,030,045,2,1,1,2,0,0,0,0,000,6
11,01,030,046,2,1,1,1,0,0,0,0,000,6
11,01,030,047,2,1,1,2,0,0,0,0,000,6
11,01,030,048,2,1,1,1,0,0,0,0,000,6
11,01,030,049,2,1,1,1,0,0,0,0,000,6
11,01,030,050,2,1,1,1,0,0,0,0,000,6
11,01,030,051,2,1,1,2,0,0,0,0,000,6
11,01,030,052,2,1,1,2,0,0,0,0,000,6
11,01,030,053,2,1,1,1,0,0,0,0,000,6
11,01,030,054,2,1,1,2,0,0,0,0,000,6
11,01,030,055,2,1,1,1,0,0,0,0,000,6
11,01,030,056,2,1,1,2,0,0,0,0,000,6
11,01,030,057,2,1,1,2,0,0,0,0,000,6
11,01,040,001,2,2,1,1,0,0,0,0,000,6
11,01,040,002,2,4,1,2,0,0,0,0,000,6
11,01,040,003,2,2,1,1,0,0,0,0,000,6
11,01,040,004,2,2,1,2,0,0,0,0,000,6
11,01,040,005,2,2,1,2,0,0,0,0,000,6
11,01,040,006,2,2,1,2,0,0,0,0,000,6
11,01,040,007,2,2,1,2,0,0,0,0,000,6
11,01,040,008,2,2,1,2,0,0,0,0,000,6
11,01,040,009,2,4,1,1,0,0,0,0,000,6
11,01,040,010,2,4,1,2,0,1,0,1,000,6
11,01,040,011,2,4,1,1,0,0,0,0,000,6
11,01,040,012,2,2,1,2,0,0,0,0,000,6
11,01,040,013,2,2,1,1,0,0,0,0,000,6
11,01,040,014,2,2,1,1,0,0,0,0,000,6
11,01,040,015,2,2,1,2,0,0,0,0,000,6
11,01,040,016,2,2,1,1,0,0,0,0,000,6
11,01,040,017,2,2,1,1,0,0,0,0,000,6
11,01,040,018,2,4,1,2,0,0,0,0,000,6
11,01,040,019,2,4,1,2,0,0,0,0,000,6
11,01,040,020,2,4,1,1,0,0,0,0,000,6
11,01,040,021,2,2,1,3,0,0,0,0,000,6
11,01,040,022,2,2,1,2,0,0,0,0,000,6
11,01,040,023,2,2,1,2,0,0,0,0,000,6
11,01,040,024,2,2,1,1,0,0,0,0,000,6
11,01,040,025,2,2,1,2,0,0,0,0,000,6
11,01,040,026,2,2,1,1,0,0,0,0,000,6
11,01,040,027,2,2,1,3,0,0,0,0,000,6
11,01,040,028,2,2,1,3,0,1,0,1,000,6
11,01,040,029,2,2,1,2,0,0,0,0,000,6
11,01,040,030,2,2,1,2,0,0,0,0,000,6
11,01,040,031,2,2,1,1,0,0,0,0,000,6
11,01,040,032,2,2,1,1,0,0,0,0,000,6
11,01,040,033,2,2,1,2,0,0,0,0,000,6
11,01,040,034,2,4,1,2,0,0,0,0,000,6
11,01,040,035,2,2,1,3,0,0,0,0,000,6
11,01,040,036,2,2,1,2,0,0,0,0,000,6
11,01,040,037,2,4,1,2,0,0,0,0,000,6
11,01,040,038,2,2,1,2,0,0,0,0,000,6
11,01,040,039,2,2,1,3,0,0,0,0,000,6
11,01,040,040,2,2,1,2,0,0,0,0,000,6
11,01,040,041,2,2,1,2,0,0,0,0,000,6
11,01,040,042,2,2,2,2,0,0,0,0,000,6
11,01,040,043,2,2,1,1,0,0,0,0,000,6
11,01,040,044,2,4,1,2,0,0,0,0,000,6
11,01,040,045,2,2,1,2,0,0,0,0,000,6
11,01,040,046,2,2,1,2,0,0,0,0,000,6
11,01,040,047,2,2,1,1,0,0,0,0,000,6
11,01,040,048,2,2,1,2,0,0,0,0,000,6
11,01,040,049,2,2,1,2,0,0,0,0,000,6
11,01,040,050,2,2,1,2,0,0,0,0,000,6
11,01,040,051,2,2,1,1,0,0,0,0,000,6
11,01,040,052,2,2,1,2,0,0,0,0,000,6
11,01,040,053,2,2,1,2,0,0,0,0,000,6
11,01,040,054,2,2,1,2,0,0,0,0,000,6
11,01,040,055,2,2,1,2,0,0,0,0,000,6
11,01,040,056,2,2,1,2,0,0,0,0,000,6
11,01,040,057,2,2,1,1,0,0,0,0,000,6
11,01,040,058,2,2,1,2,0,0,0,0,000,6
11,01,050,001,2,2,1,1,0,0,0,0,000,6
11,01,050,002,2,2,1,1,0,0,0,0,000,6
11,01,050,003,2,2,1,1,0,0,0,0,000,6
11,01,050,004,2,2,1,1,0,0,0,0,000,6
11,01,050,005,2,2,1,1,0,0,0,0,000,6
11,01,050,006,2,2,1,1,0,0,0,0,000,6
11,01,050,007,2,2,1,1,0,0,0,0,000,6
11,01,050,008,2,2,1,1,0,0,0,0,000,6
11,01,050,009,2,2,1,1,0,0,0,0,000,6
11,01,050,010,2,2,1,1,0,0,0,0,000,6
11,01,050,011,2,2,1,1,0,0,0,0,000,6
11,01,050,012,2,2,1,1,0,0,0,0,000,6
11,01,050,013,2,2,1,1,0,0,0,0,000,6
11,01,050,014,2,2,1,1,0,0,0,0,000,6
11,01,050,015,2,2,1,1,0,0,0,0,000,6
11,01,050,016,2,2,1,1,0,0,0,0,000,6
11,01,050,017,2,2,1,1,0,0,0,0,000,6
11,01,050,018,2,2,1,1,0,1,0,1,000,6
11,01,050,019,2,2,1,1,0,0,0,0,000,6
11,01,050,020,2,2,1,1,0,0,0,0,000,6
11,01,050,021,2,2,1,1,0,0,0,0,000,6
11,01,050,022,2,2,1,1,0,0,0,0,000,6
11,01,050,023,2,2,1,1,0,0,0,0,000,6
11,01,050,024,2,2,1,1,0,0,0,0,000,6
11,01,050,025,2,2,1,1,0,0,0,0,000,6
11,01,060,001,2,2,1,1,0,0,0,0,000,6
11,01,060,002,2,2,1,1,0,1,0,1,000,6
11,01,060,003,2,2,1,1,0,0,0,0,000,6
11,01,060,004,2,2,1,1,0,0,0,0,000,6
11,01,060,005,2,3,1,1,0,0,0,0,000,6
11,01,060,006,2,2,1,1,0,0,0,0,000,6
11,01,060,007,2,3,1,1,0,0,0,0,000,6
11,01,060,008,2,2,1,1,0,0,0,0,000,6
11,01,060,009,2,3,1,1,0,0,0,0,000,6
11,01,060,010,2,3,1,1,0,0,0,0,000,6
11,01,060,011,2,2,1,1,0,0,0,0,000,6
11,01,060,012,2,2,1,1,0,0,0,0,000,6
11,01,060,013,2,2,1,1,0,0,0,0,000,6
11,01,060,014,2,2,1,1,0,0,0,0,000,6
11,01,060,015,2,2,1,1,0,0,0,0,000,6
11,01,060,016,2,2,1,1,0,0,0,0,000,6
11,01,060,017,2,2,1,1,0,0,0,0,000,6
11,01,060,018,2,2,1,1,0,0,0,0,000,6
11,01,060,019,2,2,1,1,0,0,0,0,000,6
11,01,060,020,2,2,1,1,0,0,0,0,000,6
11,01,060,021,2,2,1,1,0,0,0,0,000,6
11,01,060,022,2,2,1,1,0,0,0,0,000,6
11,01,070,001,2,2,1,2,0,0,0,0,000,6
11,01,070,002,2,2,1,2,0,0,0,0,000,6
11,01,070,003,2,2,2,2,0,0,0,0,000,6
11,01,070,004,2,2,2,3,1,0,1,0,000,6
11,01,070,005,2,2,1,2,0,0,0,0,000,6
11,01,070,006,2,2,2,2,0,0,0,0,000,6
11,01,070,007,2,2,1,2,0,0,0,0,000,6
11,01,070,008,2,2,1,2,0,0,0,0,000,6
11,01,070,009,2,2,1,2,0,0,0,0,000,6
11,01,070,010,2,2,1,2,0,0,0,0,000,6
11,01,070,011,2,2,1,2,0,0,0,0,000,6
11,01,070,012,2,2,1,2,0,0,0,0,000,6
11,01,070,013,2,2,1,2,0,0,0,0,000,6
11,01,070,014,2,2,1,2,0,0,0,0,000,6
11,01,070,015,2,2,1,2,0,0,0,0,000,6
11,01,070,016,2,2,1,2,0,0,0,0,000,6
11,01,070,017,2,2,1,3,0,0,0,0,000,6
11,01,070,018,2,2,1,2,1,0,1,0,000,6
11,01,070,019,2,2,1,3,0,0,0,0,000,6
11,01,070,020,2,2,1,3,0,0,0,0,000,6
11,01,070,021,2,2,1,2,0,0,0,0,000,6
11,01,070,022,2,2,1,2,0,0,0,0,000,6
11,01,070,023,2,2,1,2,0,0,0,0,000,6
11,01,070,024,2,2,1,3,0,0,0,0,000,6
11,01,080,001,2,2,1,2,0,0,0,0,000,6
11,01,080,002,2,2,1,2,0,0,0,0,000,6
11,01,080,003,2,2,1,2,0,0,0,0,000,6
11,01,080,004,2,2,1,3,0,0,0,0,000,6
11,01,080,005,2,2,1,3,0,0,0,0,000,6
11,01,080,006,2,2,1,3,0,0,0,0,000,6
11,01,080,007,2,2,1,3,0,1,0,1,000,6
11,01,080,008,2,2,1,3,0,0,0,0,000,6
11,01,080,009,2,2,1,3,0,0,0,0,000,6
11,01,080,010,2,2,1,3,0,0,0,0,000,6
11,01,080,011,2,2,1,2,0,0,0,0,000,6
11,01,080,012,2,2,1,2,0,0,0,0,000,6
11,01,080,013,2,2,1,3,0,0,0,0,000,6
11,01,080,014,2,2,1,2,0,0,0,0,000,6
11,01,080,015,2,2,1,2,0,0,0,0,000,6
11,01,080,016,2,2,1,2,0,0,0,0,000,6
11,01,080,017,2,2,1,2,0,0,0,0,000,6
11,01,080,018,2,2,1,2,0,0,0,0,000,6
11,01,080,019,2,2,1,2,0,0,0,0,000,6
11,01,080,020,2,2,1,2,0,0,0,0,000,6
11,01,080,021,2,2,1,3,0,0,0,0,000,6
11,01,080,022,2,2,1,3,0,0,0,0,000,6
11,01,080,023,2,2,1,2,0,0,0,0,000,6
11,01,080,024,2,2,1,2,0,0,0,0,000,6
11,01,080,025,2,2,1,2,0,0,0,0,000,6
11,01,080,026,2,2,1,2,0,0,0,0,000,6
11,01,080,027,2,2,1,2,0,0,0,0,000,6
11,01,080,028,2,2,1,2,0,0,0,0,000,6
11,01,080,029,2,2,1,2,0,0,0,0,000,6
11,01,080,030,2,2,1,3,0,0,0,0,000,6
11,01,080,031,2,2,1,2,0,0,0,0,000,6
11,01,080,032,2,2,1,3,0,0,0,0,000,6
11,01,080,033,2,2,1,2,0,0,0,0,000,6
11,01,080,034,2,2,1,2,0,0,0,0,000,6
11,01,080,035,2,2,1,2,0,0,0,0,000,6
11,01,080,036,2,2,1,2,0,0,0,0,000,6
11,01,080,037,2,2,1,2,0,0,0,0,000,6
11,01,080,038,2,2,1,2,0,0,0,0,000,6
11,01,080,039,2,2,1,3,0,0,0,0,000,6
11,01,080,040,2,2,1,2,0,0,0,0,000,6
11,01,080,041,2,2,1,2,0,0,0,0,000,6
11,01,080,042,2,2,1,2,0,0,0,0,000,6
11,01,080,043,2,2,1,2,0,0,0,0,000,6
11,01,080,044,2,2,1,2,0,0,0,0,000,6
11,01,080,045,2,2,1,3,0,0,0,0,000,6
11,01,080,046,2,2,1,3,0,0,0,0,000,6
11,01,080,047,2,2,1,2,0,0,0,0,000,6
11,01,080,048,2,2,1,2,0,0,0,0,000,6
11,01,080,049,2,2,1,2,0,0,0,0,000,6
11,01,080,050,2,2,1,2,0,0,0,0,000,6
11,01,080,051,2,2,1,2,0,0,0,0,000,6
11,01,080,052,2,2,1,2,0,0,0,0,000,6
11,01,090,001,2,3,1,2,0,0,0,0,000,6
11,01,090,002,2,3,1,2,0,0,0,0,000,6
11,01,090,003,2,2,2,3,0,0,0,0,000,6
11,01,090,004,1,2,2,3,0,0,0,0,000,6
11,01,090,005,1,2,2,3,0,0,0,0,000,6
11,01,090,006,1,2,2,3,0,0,0,0,000,6
11,01,090,007,1,2,2,3,0,0,0,0,000,6
11,01,090,008,1,2,2,3,0,1,0,1,000,6
11,01,090,009,2,2,2,3,0,0,0,0,000,6
11,01,090,010,1,2,2,3,0,1,0,1,000,6
11,01,090,011,2,3,1,2,0,0,0,0,000,6
11,01,090,012,2,4,1,2,0,0,0,0,000,6
11,01,090,013,2,3,1,2,0,0,0,0,000,6
11,01,090,014,2,3,1,2,0,0,0,0,000,6
11,01,090,015,2,2,1,2,0,0,0,0,000,6
11,01,100,001,1,2,1,3,0,0,0,0,000,6
11,01,100,002,2,2,1,3,0,0,0,0,000,6
11,01,100,003,2,2,1,3,0,0,0,0,000,6
11,01,100,004,2,2,1,2,0,0,0,0,000,6
11,01,100,005,2,2,1,2,0,1,0,1,000,6
11,01,100,006,2,2,1,3,0,0,0,0,000,6
11,01,100,007,2,2,1,3,0,0,0,0,000,6
11,01,100,008,2,2,1,3,0,0,0,0,000,6
11,01,100,009,2,2,1,3,0,0,0,0,000,6
11,01,100,010,2,2,1,3,0,0,0,0,000,6
11,01,100,011,2,2,1,3,0,0,0,0,000,6
11,01,100,012,2,2,1,3,0,0,0,0,000,6
11,01,100,013,2,2,1,3,0,0,0,0,000,6
11,01,100,014,2,2,1,2,0,0,0,0,000,6
11,01,100,015,2,2,1,2,0,0,0,0,000,6
11,01,100,016,2,2,1,2,0,0,0,0,000,6
11,01,100,017,2,2,1,2,0,0,0,0,000,6
11,01,100,018,2,2,1,2,0,0,0,0,000,6
11,01,100,019,2,3,1,3,0,0,0,0,000,6
11,01,100,020,2,2,1,2,0,0,0,0,000,6
11,01,100,021,2,2,1,3,0,0,0,0,000,6
11,01,100,022,2,2,1,3,0,0,0,0,000,6
11,01,100,023,2,2,1,3,0,0,0,0,000,6
11,01,100,024,2,2,1,3,0,0,0,0,000,6
11,01,100,025,2,2,1,2,0,0,0,0,000,6
11,01,100,026,2,2,1,2,0,0,0,0,000,6
11,01,100,027,2,2,1,3,0,0,0,0,000,6
11,01,110,001,2,1,1,1,0,0,0,0,000,6
11,01,110,002,2,1,1,2,0,0,0,0,000,6
11,01,110,003,2,1,1,3,0,0,0,0,000,6
11,01,110,004,2,1,1,3,0,0,0,0,000,6
11,01,110,005,2,1,1,3,0,0,0,0,000,6
11,01,110,006,2,1,1,2,0,0,0,0,000,6
11,01,110,007,2,1,1,3,0,1,0,1,000,6
11,01,110,008,2,1,1,2,0,0,0,0,000,6
11,01,110,009,2,1,1,2,0,0,0,0,000,6
11,01,110,010,2,1,1,3,0,0,0,0,000,6
11,01,110,011,2,1,1,2,0,0,0,0,000,6
11,01,110,012,2,1,1,2,0,0,0,0,000,6
11,01,110,013,2,1,1,3,0,0,0,0,000,6
11,01,110,014,2,1,1,2,0,0,0,0,000,6
11,01,110,015,2,1,1,2,0,0,0,0,000,6
11,01,120,001,2,2,1,2,0,0,0,0,000,6
11,01,120,002,2,2,1,2,0,0,0,0,000,6
11,01,120,003,2,2,1,2,0,0,0,0,000,6
11,01,120,004,2,2,1,3,0,0,0,0,000,6
11,01,120,005,2,2,1,2,0,0,0,0,000,6
11,01,120,006,2,2,1,2,0,0,0,0,000,6
11,01,120,007,2,2,1,3,0,0,0,0,000,6
11,01,120,008,2,2,1,3,0,0,0,0,000,6
11,01,120,009,2,2,1,3,0,0,0,0,000,6
11,01,120,010,2,2,1,2,0,0,0,0,000,6
11,01,120,011,2,2,1,2,0,0,0,0,000,6
11,01,120,012,2,2,2,3,0,0,0,0,000,6
11,01,120,013,2,2,1,3,0,1,0,1,000,6
11,01,120,014,2,2,1,3,0,0,0,0,000,6
11,01,120,015,2,2,1,2,0,0,0,0,000,6
11,01,120,016,2,2,1,2,0,0,0,0,000,6
11,01,120,017,2,2,1,2,0,0,0,0,000,6
11,01,120,018,2,2,1,2,0,0,0,0,000,6
11,01,120,019,2,2,1,2,0,0,0,0,000,6
11,01,120,020,2,2,1,2,0,0,0,0,000,6
11,01,120,021,2,2,1,2,0,0,0,0,000,6
11,01,120,022,2,1,2,2,0,0,0,0,000,6
11,01,130,001,2,2,1,2,0,0,0,0,000,6
11,01,130,002,2,2,1,2,0,0,0,0,000,6
11,01,130,003,2,2,1,2,0,0,0,0,000,6
11,01,130,004,2,2,1,2,0,0,0,0,000,6
11,01,130,005,2,2,1,2,0,0,0,0,000,6
11,01,130,006,2,2,1,3,0,0,0,0,000,6
11,01,130,007,2,2,1,2,0,0,0,0,000,6
11,01,130,008,2,2,1,2,0,0,0,0,000,6
11,01,130,009,2,2,1,2,0,0,0,0,000,6
11,01,130,010,2,2,1,2,0,0,0,0,000,6
11,01,130,011,2,2,1,2,0,1,0,1,000,6
11,01,130,012,2,2,1,2,0,0,0,0,000,6
11,01,130,013,2,2,1,3,0,0,0,0,000,6
11,01,130,014,2,2,1,3,0,0,0,0,000,6
11,01,130,015,2,2,1,3,0,0,0,0,000,6
11,01,130,016,2,2,1,2,0,1,0,1,000,6
11,01,130,017,2,2,1,3,0,0,0,0,000,6
11,01,130,018,2,2,1,2,0,0,0,0,000,6
11,01,130,019,2,2,1,2,0,0,0,0,000,6
11,01,130,020,2,2,1,2,0,0,0,0,000,6
11,01,130,021,2,2,1,2,0,0,0,0,000,6
11,01,130,022,2,2,1,2,0,0,0,0,000,6
11,01,130,023,2,2,1,3,0,0,0,0,000,6
11,01,130,024,2,2,1,2,0,0,0,0,000,6
11,01,130,025,2,2,1,2,0,0,0,0,000,6
11,01,130,026,2,2,1,2,0,0,0,0,000,6
11,01,130,027,2,2,1,2,0,0,0,0,000,6
11,01,130,028,2,2,1,3,0,0,0,0,000,6
11,01,130,029,2,2,1,3,0,0,0,0,000,6
11,01,130,030,2,2,1,2,0,1,0,1,000,6
11,01,130,031,2,2,1,3,0,0,0,0,000,6
11,01,130,032,2,2,1,2,0,0,0,0,000,6
11,01,130,033,2,2,1,2,0,0,0,0,000,6
11,01,130,034,2,2,1,2,0,1,0,1,000,6
11,01,130,035,2,2,1,3,0,0,0,0,000,6
11,01,130,036,2,2,1,3,0,0,0,0,000,6
11,01,130,037,2,2,1,2,0,0,0,0,000,6
11,01,130,038,2,2,1,2,0,0,0,0,000,6
11,01,130,039,2,2,1,2,0,0,0,0,000,6
11,01,130,040,2,2,1,2,0,0,0,0,000,6
11,01,140,001,2,2,1,2,0,0,0,0,000,6
11,01,140,002,2,2,1,3,0,0,0,0,000,6
11,01,140,003,2,2,1,2,0,0,0,0,000,6
11,01,140,004,2,2,1,2,0,0,0,0,000,6
11,01,140,005,2,2,1,2,0,0,0,0,000,6
11,01,140,006,2,2,1,2,0,0,0,0,000,6
11,01,140,007,2,2,1,2,0,0,0,0,000,6
11,01,140,008,2,2,1,2,0,0,0,0,000,6
11,01,140,009,2,2,1,3,0,0,0,0,000,6
11,01,140,010,2,2,1,2,0,0,0,0,000,6
11,01,140,011,2,2,1,2,0,0,0,0,000,6
11,01,140,012,2,2,1,2,0,0,0,0,000,6
11,01,140,013,2,2,1,2,0,0,0,0,000,6
11,01,140,014,2,2,1,2,0,0,0,0,000,6
11,01,140,015,2,2,1,3,0,0,0,0,000,6
11,01,140,016,2,2,1,3,0,0,0,0,000,6
11,01,140,017,1,2,1,3,1,0,1,0,000,6
11,01,140,018,2,2,1,2,0,0,0,0,000,6
11,01,140,019,2,2,1,2,0,0,0,0,000,6
11,01,140,020,2,2,1,2,0,0,0,0,000,6
11,01,140,021,2,2,1,3,0,0,0,0,000,6
11,01,140,022,2,2,1,2,0,0,0,0,000,6
11,01,140,023,2,2,1,2,0,0,0,0,000,6
11,01,140,024,2,2,1,2,0,0,0,0,000,6
11,01,140,025,2,2,1,2,0,0,0,0,000,6
11,01,140,026,2,2,1,2,0,0,0,0,000,6
11,01,140,027,2,2,1,2,0,0,0,0,000,6
11,01,140,028,2,2,1,2,0,0,0,0,000,6
11,01,140,029,2,2,1,2,0,0,0,0,000,6
11,01,150,001,2,2,1,1,0,0,0,0,000,6
11,01,150,002,2,2,1,1,0,0,0,0,000,6
11,01,150,003,2,2,1,1,0,0,0,0,000,6
11,01,150,004,2,2,1,2,0,0,0,0,000,6
11,01,150,005,2,2,1,1,0,0,0,0,000,6
11,01,150,006,2,2,1,2,0,0,0,0,000,6
11,01,150,007,2,2,1,1,0,0,0,0,000,6
11,01,150,008,2,2,1,2,0,0,0,0,000,6
11,01,150,009,2,2,1,2,0,0,0,0,000,6
11,01,150,010,2,2,1,2,0,1,0,1,000,6
11,01,150,011,2,2,1,2,0,0,0,0,000,6
11,01,150,012,2,2,1,1,0,0,0,0,000,6
11,01,150,013,2,2,1,1,0,0,0,0,000,6
11,01,150,014,2,2,1,1,0,0,0,0,000,6
11,01,150,015,2,2,1,2,0,0,0,0,000,6
11,01,150,016,2,2,1,2,0,0,0,0,000,6
11,01,150,017,2,2,1,2,0,0,0,0,000,6
11,01,150,018,2,2,1,2,0,0,0,0,000,6
11,01,150,019,2,2,1,2,0,0,0,0,000,6
11,01,150,020,2,2,1,2,0,0,0,0,000,6
11,01,150,021,2,2,1,2,0,0,0,0,000,6
11,01,160,001,2,4,1,3,0,0,0,0,000,6
11,01,160,002,2,4,1,2,0,0,0,0,000,6
11,01,160,003,2,4,1,2,0,0,0,0,000,6
11,01,160,004,1,4,1,3,0,0,0,0,000,6
11,01,160,005,1,1,2,3,0,0,0,0,000,6
11,01,160,006,1,2,1,3,1,1,1,1,000,6
11,01,160,007,2,2,1,3,0,0,0,0,000,6
11,01,160,008,2,2,1,3,0,0,0,0,000,6
11,01,160,009,2,2,1,2,0,0,0,0,000,6
11,01,160,010,2,2,1,2,0,0,0,0,000,6
11,01,160,011,2,2,1,3,0,0,0,0,000,6
11,01,160,012,2,2,1,2,0,0,0,0,000,6
11,01,160,013,2,2,1,3,0,0,0,0,000,6
11,01,160,014,2,2,1,1,0,0,0,0,000,6
11,01,160,015,2,2,1,2,0,0,0,0,000,6
11,01,160,016,2,2,1,3,0,0,0,0,000,6
11,01,160,017,2,2,1,2,0,0,0,0,000,6
11,01,160,018,2,2,1,2,0,0,0,0,000,6
11,01,160,019,2,2,2,3,0,0,0,0,000,6
11,01,160,020,2,2,1,3,0,0,0,0,000,6
11,01,160,021,2,2,1,2,0,0,0,0,000,6
11,01,160,022,2,2,1,3,0,0,0,0,000,6
11,01,160,023,2,2,1,3,0,0,0,0,000,6
11,01,160,024,2,2,1,3,0,1,0,1,000,6
11,01,160,025,2,2,1,3,0,0,0,0,000,6
11,01,160,026,2,2,1,2,0,0,0,0,000,6
11,01,170,001,2,3,1,2,0,0,0,0,000,6
11,01,170,002,2,3,1,3,0,1,0,1,000,6
11,01,170,003,2,3,1,2,0,0,0,0,000,6
11,01,170,004,2,3,1,2,0,0,0,0,000,6
11,01,170,005,2,3,1,2,0,0,0,0,000,6
11,01,170,006,2,3,1,2,0,0,0,0,000,6
11,01,170,007,2,3,1,2,0,0,0,0,000,6
11,01,170,008,2,3,1,2,0,0,0,0,000,6
11,01,170,009,2,3,1,2,0,0,0,0,000,6
11,01,170,010,2,3,1,2,0,0,0,0,000,6
11,01,170,011,2,3,1,2,0,0,0,0,000,6
11,01,170,012,2,3,1,2,0,0,0,0,000,6
11,01,170,013,2,3,1,2,0,0,0,0,000,6
11,01,170,014,2,3,1,2,0,0,0,0,000,6
11,01,170,015,2,3,1,2,0,0,0,0,000,6
11,01,170,016,1,3,1,3,0,1,0,1,000,6
11,01,170,017,2,3,1,3,0,0,0,0,000,6
11,01,170,018,1,3,1,3,0,1,0,1,000,6
11,01,170,019,2,3,1,3,0,0,0,0,000,6
11,01,170,020,2,3,1,2,0,0,0,0,000,6
11,01,170,021,2,3,1,3,0,1,0,1,000,6
11,01,170,022,2,3,1,3,0,0,0,0,000,6
11,01,170,023,2,3,1,3,0,0,0,0,000,6
11,01,170,024,2,3,1,3,1,0,1,0,000,6
11,01,170,025,2,3,1,2,0,0,0,0,000,6
11,01,170,026,2,3,1,3,0,1,0,1,000,6
11,01,170,027,2,3,1,3,0,0,0,0,000,6
11,01,170,028,2,3,1,3,0,0,0,0,000,6
11,01,180,001,2,2,1,2,0,0,0,0,000,6
11,01,180,002,2,2,1,2,0,0,0,0,000,6
11,01,180,003,2,2,1,2,0,0,0,0,000,6
11,01,180,004,2,2,1,3,0,0,0,0,000,6
11,01,180,005,2,2,1,3,0,0,0,0,000,6
11,01,180,006,2,2,1,2,0,0,0,0,000,6
11,01,180,007,2,2,1,2,0,0,0,0,000,6
11,01,180,008,2,2,1,2,0,1,0,1,000,6
11,01,180,009,2,2,1,2,0,0,0,0,000,6
11,01,180,010,2,2,1,2,0,0,0,0,000,6
