"B1R1,C,2","B1R2,C,2","B1R4,C,3","B1R5,C,3","B1R6,C,1","B1R7,C,1","B1R8,C,1","B1R9,C,1","B7R1AK2,N,2,0","B7R1AK3,N,2,0","B7R1AK4,N,2,0","B7R1AK5,N,2,0","FILLER_ID,C,3","REC_TYPE,C,1"
52,06,030,002,2,4,1,2,0,0,0,1,000,6
52,06,030,003,1,1,1,3,0,0,0,2,000,6
52,06,030,004,2,1,1,2,0,0,0,1,000,6
52,06,030,005,2,1,1,3,0,0,0,1,000,6
52,06,030,006,2,2,1,3,0,0,0,0,000,6
52,06,030,007,2,4,1,3,0,0,0,0,000,6
52,06,030,008,2,2,1,3,0,0,0,0,000,6
52,06,030,009,2,2,1,3,0,0,0,0,000,6
52,06,030,010,2,1,1,3,0,0,0,1,000,6
52,06,030,011,2,2,1,3,1,0,1,0,000,6
52,06,040,001,2,1,1,2,0,0,0,0,000,6
52,06,040,002,2,2,1,2,0,0,0,0,000,6
52,06,040,003,2,2,1,3,0,0,0,1,000,6
52,06,040,004,2,2,1,3,0,0,0,0,000,6
52,06,040,005,2,2,1,2,0,0,0,1,000,6
52,06,040,006,2,2,1,3,0,0,0,0,000,6
52,06,040,007,2,2,1,3,0,0,0,1,000,6
52,06,040,008,2,2,1,3,0,0,0,0,000,6
52,06,040,009,2,2,1,3,0,0,0,1,000,6
52,06,040,010,2,2,1,3,0,0,0,2,000,6
52,06,040,011,2,2,1,3,0,1,0,1,000,6
52,06,040,012,2,2,1,3,0,0,0,1,000,6
52,06,040,013,2,1,1,3,0,0,0,1,000,6
52,06,040,014,2,2,1,3,0,0,0,1,000,6
52,06,040,015,2,2,1,2,0,0,0,1,000,6
52,06,050,001,2,3,1,2,0,0,0,0,000,6
52,06,050,002,2,3,1,3,0,1,0,1,000,6
52,06,050,003,2,3,1,3,0,0,0,4,000,6
52,06,050,004,2,3,1,2,0,0,0,3,000,6
52,06,050,005,2,3,1,2,0,0,0,0,000,6
52,06,050,006,2,3,1,2,0,0,0,0,000,6
52,06,050,007,2,3,1,3,0,0,0,1,000,6
52,06,050,008,2,3,1,2,0,0,0,0,000,6
52,06,050,009,2,2,1,2,0,0,0,0,000,6
52,06,050,010,2,3,1,3,0,0,0,3,000,6
52,06,050,011,2,3,1,3,0,0,0,2,000,6
52,06,050,012,2,3,1,2,0,3,0,3,000,6
52,06,050,013,2,3,1,3,0,0,0,1,000,6
52,06,060,001,2,2,1,2,0,0,0,0,000,6
52,06,060,002,2,2,1,2,0,0,0,0,000,6
52,06,060,003,2,2,1,2,0,0,0,0,000,6
52,06,060,004,2,2,1,2,0,0,0,1,000,6
52,06,060,005,2,2,1,2,0,0,0,0,000,6
52,06,060,006,2,2,1,3,0,0,0,1,000,6
52,06,060,007,2,2,1,3,0,0,0,1,000,6
52,06,060,008,2,2,1,2,0,0,0,0,000,6
52,06,060,009,2,2,1,3,0,0,0,1,000,6
52,06,060,010,1,2,1,2,0,0,0,1,000,6
52,06,060,011,2,2,1,3,0,0,0,0,000,6
52,06,060,012,2,2,1,3,0,0,0,1,000,6
52,06,060,013,2,1,1,3,0,0,1,0,000,6
52,06,060,014,2,3,1,3,0,0,0,0,000,6
52,06,060,015,2,2,1,2,0,0,0,0,000,6
52,06,060,016,2,2,1,3,0,0,0,0,000,6
52,06,060,017,2,2,1,3,1,0,0,1,000,6
52,06,060,018,2,2,1,3,0,0,0,1,000,6
52,06,060,019,2,2,1,3,0,0,0,1,000,6
52,06,060,020,2,2,1,2,0,0,1,0,000,6
52,06,060,021,2,2,1,3,0,0,0,0,000,6
52,06,060,022,2,2,1,3,0,0,0,1,000,6
52,06,070,001,2,2,1,3,0,0,0,0,000,6
52,06,070,002,2,2,1,2,0,0,0,0,000,6
52,06,070,003,2,2,1,2,0,0,0,0,000,6
52,06,070,004,2,2,1,3,0,0,0,1,000,6
52,06,070,005,2,2,1,3,0,0,0,1,000,6
52,06,070,006,2,2,1,3,0,0,0,0,000,6
52,06,070,007,2,2,1,3,0,0,0,0,000,6
52,06,070,008,2,2,1,2,0,0,0,0,000,6
52,06,070,009,2,2,1,2,0,0,0,0,000,6
52,06,070,010,2,2,1,3,0,0,0,3,000,6
52,06,070,011,2,2,1,3,0,0,0,0,000,6
52,06,080,001,2,2,1,2,0,1,0,1,000,6
52,06,080,002,2,2,1,2,0,0,0,0,000,6
52,06,080,003,2,2,2,3,0,3,0,3,000,6
52,06,080,004,2,2,2,3,0,0,0,0,000,6
52,06,080,005,2,3,1,2,0,0,0,0,000,6
52,06,080,006,2,2,1,3,0,0,0,0,000,6
52,06,080,007,2,1,1,2,0,0,0,0,000,6
52,06,080,008,2,2,1,3,0,0,0,0,000,6
52,06,080,009,2,1,1,3,2,0,0,2,000,6
52,06,080,010,1,2,2,3,1,0,1,0,000,6
52,06,080,011,1,3,2,3,1,1,1,2,000,6
52,06,080,012,2,2,1,2,5,0,5,0,000,6
52,06,080,013,2,2,2,2,0,0,0,1,000,6
52,06,080,014,1,1,1,3,0,1,0,1,000,6
52,06,080,015,1,2,2,3,0,2,0,2,000,6
52,06,080,016,1,2,2,2,0,5,0,5,000,6
52,06,080,017,1,2,2,3,0,0,0,1,000,6
52,06,080,018,1,2,2,3,0,1,0,1,000,6
52,06,080,019,1,1,2,2,0,0,0,0,000,6
52,06,080,020,2,1,1,2,0,0,0,1,000,6
52,06,080,021,1,1,2,2,0,3,0,3,000,6
52,06,080,022,2,2,1,2,0,1,0,1,000,6
52,06,080,023,2,1,1,3,0,2,0,2,000,6
52,06,080,024,2,2,1,2,0,0,0,0,000,6
52,06,080,025,2,1,1,2,0,1,0,1,000,6
52,06,090,001,2,3,1,3,0,0,0,0,000,6
52,06,090,002,2,2,1,3,0,0,0,0,000,6
52,06,090,003,2,3,1,2,0,0,0,0,000,6
52,06,090,004,2,2,1,2,0,0,0,0,000,6
52,06,090,005,2,2,1,2,0,0,0,2,000,6
52,06,090,006,2,2,1,2,0,1,0,1,000,6
52,06,090,007,2,2,1,2,1,0,1,0,000,6
52,06,090,008,2,1,1,2,0,0,0,0,000,6
52,06,090,009,2,3,1,2,0,0,0,0,000,6
52,06,090,010,2,3,1,2,0,0,0,0,000,6
52,06,090,011,2,2,1,2,0,1,0,1,000,6
52,06,100,001,2,2,1,3,0,0,0,0,000,6
52,06,100,002,2,2,1,2,0,0,0,0,000,6
52,06,100,003,2,2,1,2,0,0,0,0,000,6
52,06,100,004,2,2,1,3,0,0,0,1,000,6
52,06,100,005,2,2,1,3,0,0,0,1,000,6
52,06,100,006,2,4,1,3,0,0,0,2,000,6
52,06,100,007,2,2,1,3,0,0,0,1,000,6
53,01,010,001,2,2,1,2,0,1,0,1,000,6
53,01,010,002,2,2,1,2,0,0,0,0,000,6
53,01,010,003,2,2,1,2,0,0,0,0,000,6
53,01,010,004,2,2,1,2,0,0,0,0,000,6
53,01,010,005,2,2,1,2,0,0,0,0,000,6
53,01,010,006,2,2,1,1,0,0,0,0,000,6
53,01,010,007,2,2,1,1,0,0,0,0,000,6
53,01,010,008,2,2,1,2,0,1,0,1,000,6
53,01,010,009,2,2,1,2,0,0,0,0,000,6
53,01,010,010,2,2,1,2,0,0,0,0,000,6
53,01,010,011,2,2,1,2,0,0,0,0,000,6
53,01,010,012,2,2,1,2,0,0,0,0,000,6
53,01,010,013,2,2,1,2,0,0,0,0,000,6
53,01,010,014,2,2,1,2,0,0,0,0,000,6
53,01,010,015,2,2,1,2,0,0,0,0,000,6
53,01,010,016,2,2,1,1,0,0,0,0,000,6
53,01,010,017,2,2,1,2,0,1,0,1,000,6
53,01,010,018,2,2,1,2,0,0,0,0,000,6
53,01,010,019,2,2,1,2,0,0,0,0,000,6
53,01,010,020,2,2,1,2,0,0,0,0,000,6
53,01,010,021,2,2,1,2,0,0,0,0,000,6
53,01,020,001,2,2,1,1,0,0,0,0,000,6
53,01,020,002,2,2,1,1,0,0,0,0,000,6
53,01,020,003,2,2,1,1,0,0,0,0,000,6
53,01,020,004,2,2,1,1,0,0,0,0,000,6
53,01,020,005,2,2,2,2,0,0,0,0,000,6
53,01,020,006,2,2,1,1,0,0,0,0,000,6
53,01,020,007,2,2,1,1,0,0,0,0,000,6
53,01,020,008,2,2,1,1,0,0,0,0,000,6
53,01,020,009,2,2,1,1,0,0,0,0,000,6
53,01,020,010,2,2,1,1,0,0,0,0,000,6
53,01,020,011,2,2,1,2,0,0,0,0,000,6
53,01,020,012,2,2,1,1,0,0,0,0,000,6
53,01,020,013,2,2,1,2,0,0,0,0,000,6
53,01,020,014,2,2,1,1,0,0,0,0,000,6
53,01,020,015,2,2,1,1,0,0,0,0,000,6
53,01,030,001,2,2,1,1,0,0,0,0,000,6
53,01,030,002,2,2,1,3,0,0,0,0,000,6
53,01,030,003,2,2,1,3,0,0,0,0,000,6
53,01,030,004,2,2,1,3,3,0,3,0,000,6
53,01,030,005,2,2,1,2,0,0,0,0,000,6
53,01,030,006,2,2,1,3,2,0,2,0,000,6
53,01,030,007,2,2,1,1,0,0,0,0,000,6
53,01,030,008,2,2,1,3,2,2,2,2,000,6
53,01,030,009,2,2,1,3,0,1,0,1,000,6
53,01,030,010,2,2,1,1,0,1,0,1,000,6
53,01,030,011,2,2,1,3,0,1,0,1,000,6
53,01,030,012,2,2,1,3,0,1,0,1,000,6
53,01,030,013,2,2,1,1,0,0,0,0,000,6
53,01,030,014,2,2,1,3,0,0,0,0,000,6
53,01,030,015,2,2,1,3,0,0,0,0,000,6
53,01,040,001,2,2,1,1,0,0,0,0,000,6
53,01,040,002,2,2,1,2,0,1,0,1,000,6
53,01,040,003,2,2,1,2,0,0,0,0,000,6
53,01,040,004,2,2,1,1,0,0,0,0,000,6
53,01,040,005,2,2,1,2,0,1,0,1,000,6
53,01,040,006,2,2,1,3,0,0,0,0,000,6
53,01,040,007,2,2,1,3,0,0,0,0,000,6
53,01,040,008,2,2,1,2,0,0,0,0,000,6
53,01,040,009,2,2,1,2,0,1,0,1,000,6
53,01,040,010,2,2,1,2,0,1,0,1,000,6
53,01,040,011,2,2,1,2,0,0,0,0,000,6
53,01,040,012,2,2,1,2,1,1,1,1,000,6
53,01,040,013,2,2,1,2,0,0,0,0,000,6
53,01,050,001,2,2,1,2,0,0,0,0,000,6
53,01,050,002,2,2,1,2,0,1,0,1,000,6
53,01,050,003,1,2,2,1,0,3,0,3,000,6
53,01,050,004,2,2,2,1,0,0,0,0,000,6
53,01,050,005,1,2,2,1,0,1,0,1,000,6
53,01,050,006,1,2,2,1,0,1,0,1,000,6
53,01,050,007,2,2,1,2,0,0,0,0,000,6
53,01,050,008,2,2,1,2,0,0,0,0,000,6
53,01,050,009,2,2,1,2,0,0,0,0,000,6
53,01,050,010,2,2,1,2,0,0,0,0,000,6
53,01,050,011,2,2,1,2,0,1,0,1,000,6
53,01,050,012,2,2,1,2,0,0,0,0,000,6
53,01,050,013,2,2,1,2,0,0,0,0,000,6
53,01,050,014,2,2,1,2,0,0,0,0,000,6
53,01,060,001,2,2,1,1,0,0,0,0,000,6
53,01,060,002,2,2,1,1,0,0,0,0,000,6
53,01,060,003,2,2,1,1,0,0,0,0,000,6
53,01,060,004,2,2,1,1,0,0,0,0,000,6
53,01,060,005,2,2,1,2,0,0,0,0,000,6
53,01,060,006,2,2,1,2,0,0,0,0,000,6
53,01,060,007,2,2,1,2,0,0,0,0,000,6
53,01,060,008,2,2,1,2,0,0,0,0,000,6
53,01,060,009,2,2,1,2,0,0,0,0,000,6
53,01,060,010,2,2,1,1,0,0,0,0,000,6
53,01,060,011,2,2,1,1,0,0,0,0,000,6
53,01,060,012,2,2,1,1,0,0,0,0,000,6
53,01,060,013,2,2,1,1,0,0,0,0,000,6
53,01,060,014,2,2,1,2,0,0,0,0,000,6
53,01,060,015,2,2,2,1,0,0,0,0,000,6
53,01,060,016,2,2,1,2,0,0,0,0,000,6
53,01,060,017,2,2,1,2,0,0,0,0,000,6
53,01,060,018,2,2,1,2,0,1,0,1,000,6
53,01,060,019,2,3,1,2,0,1,0,1,000,6
53,01,060,020,1,2,2,3,0,1,0,1,000,6
53,01,060,021,2,2,1,2,0,1,0,1,000,6
53,01,070,001,2,2,1,2,0,0,0,0,000,6
53,01,070,002,2,2,1,2,0,0,0,0,000,6
53,01,070,003,2,2,1,2,0,0,0,0,000,6
53,01,070,004,2,2,1,2,0,0,0,0,000,6
53,01,070,005,2,2,1,3,0,0,0,0,000,6
53,01,070,006,2,2,1,2,0,0,0,0,000,6
53,01,070,007,2,2,1,2,0,0,0,0,000,6
53,01,070,008,2,2,1,2,0,0,0,0,000,6
53,01,070,009,2,2,1,2,0,0,0,0,000,6
53,01,070,010,2,2,1,2,0,0,0,0,000,6
53,01,070,011,2,2,1,2,0,0,0,0,000,6
53,01,070,012,2,2,1,2,0,0,0,0,000,6
53,01,070,013,2,2,1,2,0,0,0,0,000,6
53,01,070,014,2,2,1,2,0,0,0,0,000,6
53,01,070,015,2,2,1,2,0,1,0,1,000,6
53,01,070,016,2,2,1,2,0,0,0,0,000,6
53,01,070,017,2,2,1,2,0,0,0,0,000,6
53,01,070,018,2,2,1,2,0,1,0,1,000,6
53,01,070,019,2,2,1,2,0,0,0,0,000,6
53,01,070,020,2,2,1,2,0,0,0,0,000,6
53,01,070,021,2,2,1,1,0,0,0,0,000,6
53,01,070,022,2,2,1,2,0,0,0,0,000,6
53,01,070,023,2,2,1,2,0,0,0,0,000,6
53,01,070,024,2,2,1,2,0,0,0,0,000,6
53,01,070,025,2,2,1,2,0,0,0,0,000,6
53,01,070,026,2,2,1,2,0,0,0,0,000,6
53,02,010,001,2,2,1,3,0,0,0,0,000,6
53,02,010,002,2,2,1,2,0,0,0,0,000,6
53,02,010,003,2,2,1,2,0,0,0,0,000,6
53,02,010,004,2,2,1,2,0,0,0,0,000,6
53,02,010,005,2,2,1,3,0,0,0,0,000,6
53,02,010,006,2,2,1,2,0,0,0,0,000,6
53,02,010,007,2,2,1,3,0,0,0,0,000,6
53,02,010,008,2,2,2,3,0,0,0,2,000,6
53,02,010,009,2,2,1,2,0,0,0,0,000,6
53,02,010,010,2,2,1,1,0,0,0,0,000,6
53,02,010,011,2,3,1,1,0,0,0,0,000,6
53,02,010,012,2,2,1,1,0,0,0,0,000,6
53,02,020,001,2,2,1,2,0,0,0,0,000,6
53,02,020,002,2,3,1,3,0,0,0,0,000,6
53,02,020,003,2,2,1,2,0,0,0,0,000,6
53,02,020,004,2,2,1,2,0,0,0,0,000,6
53,02,020,005,2,2,1,2,0,0,0,0,000,6
53,02,020,006,2,2,1,3,0,0,0,0,000,6
53,02,020,007,2,2,1,3,0,0,0,0,000,6
53,02,020,008,2,2,1,2,0,0,0,0,000,6
53,02,020,009,2,2,1,1,0,0,0,0,000,6
53,02,020,010,2,2,1,2,1,0,1,0,000,6
53,02,030,001,2,2,1,2,0,0,0,0,000,6
53,02,030,002,2,2,1,3,0,0,0,0,000,6
53,02,030,003,2,2,1,2,0,0,0,0,000,6
53,02,030,004,2,2,1,2,0,0,0,0,000,6
53,02,030,005,2,2,1,2,0,0,0,0,000,6
53,02,030,006,2,2,1,2,0,0,0,0,000,6
53,02,030,007,2,2,1,1,0,0,0,0,000,6
53,02,030,008,2,2,1,3,0,0,0,0,000,6
53,02,030,009,2,2,1,2,0,0,0,0,000,6
53,02,030,010,2,2,1,2,0,0,0,0,000,6
53,02,030,011,2,2,1,2,0,0,0,0,000,6
53,02,030,012,2,2,1,2,0,0,0,0,000,6
53,02,030,013,2,2,1,2,0,0,0,0,000,6
53,02,030,014,2,2,1,2,0,0,0,0,000,6
53,02,030,015,2,2,1,2,0,0,0,0,000,6
53,02,030,016,2,2,1,2,0,0,0,0,000,6
53,02,030,017,2,2,1,1,0,0,0,0,000,6
53,02,030,018,2,2,1,2,0,0,0,0,000,6
53,02,030,019,2,2,1,2,0,0,0,0,000,6
53,02,030,020,2,2,1,2,0,0,0,0,000,6
53,02,030,021,2,2,1,2,0,0,0,0,000,6
53,02,030,022,2,2,1,2,0,0,0,0,000,6
53,02,030,023,2,2,1,2,0,0,0,0,000,6
53,02,040,001,2,2,1,2,0,0,0,0,000,6
53,02,040,002,2,2,1,2,0,0,0,0,000,6
53,02,040,003,2,2,1,3,0,0,0,0,000,6
53,02,040,004,2,2,1,3,0,0,0,0,000,6
53,02,040,005,2,2,1,3,0,0,0,1,000,6
53,02,040,006,2,2,1,3,0,0,0,0,000,6
53,02,040,007,2,2,1,3,0,0,0,0,000,6
53,02,040,008,2,2,1,3,0,0,0,0,000,6
53,02,040,009,2,2,1,2,0,0,0,0,000,6
53,02,040,010,2,2,1,2,0,0,0,0,000,6
53,02,040,011,2,2,1,2,0,0,0,0,000,6
53,02,040,012,2,2,1,2,0,0,0,0,000,6
53,02,040,013,2,2,1,3,0,0,0,0,000,6
53,02,040,014,2,2,1,2,0,0,0,0,000,6
53,02,040,015,2,2,1,2,0,0,0,0,000,6
53,02,050,001,2,2,1,2,0,0,0,0,000,6
53,02,050,002,2,2,1,2,0,0,0,0,000,6
53,02,050,003,2,2,1,2,0,0,0,0,000,6
53,02,050,004,2,2,1,2,0,0,0,0,000,6
53,02,050,005,2,2,1,2,0,0,0,0,000,6
53,02,050,006,2,2,1,2,0,0,0,0,000,6
53,02,050,007,2,2,1,2,0,0,0,0,000,6
53,02,050,008,2,2,1,2,0,0,0,0,000,6
53,02,050,009,2,2,1,3,0,0,0,0,000,6
53,02,050,010,2,2,1,1,0,1,0,2,000,6
53,02,050,011,2,2,1,2,0,1,0,1,000,6
53,02,050,012,2,2,1,1,0,0,0,0,000,6
53,02,050,013,2,2,1,1,0,0,0,0,000,6
53,02,050,014,2,2,1,2,0,0,0,0,000,6
53,02,050,015,2,2,1,2,0,0,0,0,000,6
53,02,060,001,2,3,1,2,0,0,0,0,000,6
53,02,060,002,2,2,1,2,0,0,0,0,000,6
53,02,060,003,2,2,1,2,0,0,0,0,000,6
53,02,060,004,2,2,1,2,0,0,0,0,000,6
53,02,060,005,2,2,1,3,0,0,0,1,000,6
53,02,060,006,2,2,1,2,0,0,0,0,000,6
53,02,060,007,2,2,1,2,0,0,0,0,000,6
53,02,060,008,2,2,1,2,0,0,0,0,000,6
53,02,060,009,2,2,1,1,0,0,0,0,000,6
53,02,060,010,2,2,1,3,0,1,0,1,000,6
53,02,060,011,2,2,1,2,0,0,0,0,000,6
53,02,060,012,2,2,2,2,0,1,0,1,000,6
53,02,060,013,1,2,2,2,0,2,0,2,000,6
53,02,060,014,1,2,2,2,0,3,0,3,000,6
53,02,060,015,1,2,2,3,0,1,0,1,000,6
53,02,060,016,2,2,1,2,0,0,0,0,000,6
53,02,060,017,2,2,1,2,0,0,0,0,000,6
53,02,060,018,2,2,1,2,0,0,0,0,000,6
53,02,060,019,2,2,1,2,0,0,0,0,000,6
53,02,060,020,2,2,1,2,0,0,0,0,000,6
53,02,060,021,2,2,1,2,0,0,0,0,000,6
53,02,060,022,2,2,1,2,0,0,0,0,000,6
53,02,060,023,2,2,1,2,0,0,0,0,000,6
53,02,060,024,2,2,1,2,0,0,0,0,000,6
53,02,060,025,2,2,1,2,0,0,0,0,000,6
53,03,010,001,2,2,1,1,0,0,0,0,000,6
53,03,010,002,2,2,1,1,0,0,0,0,000,6
53,03,010,003,2,1,1,1,0,0,0,0,000,6
53,03,010,004,2,2,1,1,0,0,0,0,000,6
53,03,010,005,2,2,1,2,0,0,0,0,000,6
53,03,010,006,2,2,1,2,0,0,0,0,000,6
53,03,010,007,2,2,1,2,0,0,0,0,000,6
53,03,010,008,2,2,1,1,0,0,0,0,000,6
53,03,010,009,2,2,1,1,0,0,0,0,000,6
53,03,010,010,2,2,1,2,0,0,0,0,000,6
53,03,010,011,2,2,1,1,0,0,0,0,000,6
53,03,010,012,2,2,1,2,0,0,0,0,000,6
53,03,010,013,2,2,1,1,0,0,0,0,000,6
53,03,010,014,2,2,1,1,0,0,0,0,000,6
53,03,010,015,2,2,1,2,0,0,0,0,000,6
53,03,010,016,2,2,1,1,0,0,0,0,000,6
53,03,010,017,2,2,1,1,0,0,0,0,000,6
53,03,010,018,2,2,1,2,0,0,0,0,000,6
53,03,010,019,2,2,1,2,0,0,0,0,000,6
53,03,010,020,2,2,1,1,0,0,0,0,000,6
53,03,010,021,2,2,1,2,0,0,0,0,000,6
53,03,010,022,2,3,1,1,0,0,0,0,000,6
53,03,010,023,2,2,1,1,0,1,0,1,000,6
53,03,010,024,2,2,1,2,0,0,0,1,000,6
53,03,010,025,2,2,1,1,0,0,0,0,000,6
53,03,020,001,2,2,1,2,0,0,0,0,000,6
53,03,020,002,2,2,1,2,0,0,0,0,000,6
53,03,020,003,2,2,1,2,0,0,0,0,000,6
53,03,020,004,2,2,1,2,0,0,0,0,000,6
53,03,020,005,2,2,1,2,0,0,0,0,000,6
53,03,020,006,2,2,1,2,0,0,0,0,000,6
53,03,020,007,2,2,1,2,0,0,0,0,000,6
53,03,020,008,2,2,1,2,0,0,0,0,000,6
53,03,020,009,2,2,1,2,0,0,0,0,000,6
53,03,020,010,2,2,1,2,0,0,0,0,000,6
53,03,020,011,2,2,1,2,0,1,0,1,000,6
53,03,020,012,2,2,1,2,0,0,0,0,000,6
53,03,020,013,2,2,1,2,0,0,0,0,000,6
53,03,020,014,2,2,1,2,0,0,0,0,000,6
53,03,020,015,2,2,1,2,0,0,0,0,000,6
53,03,030,001,2,2,1,2,0,0,0,0,000,6
53,03,030,002,2,2,1,2,0,0,0,0,000,6
53,03,030,003,2,2,1,2,0,0,0,0,000,6
53,03,030,004,2,2,1,2,0,0,0,0,000,6
53,03,030,005,2,2,1,2,0,0,0,0,000,6
53,03,030,006,2,2,1,2,0,0,0,0,000,6
53,03,030,007,2,2,1,2,0,0,0,0,000,6
53,03,030,008,2,2,1,2,0,0,0,0,000,6
53,03,030,009,2,2,1,3,0,0,0,0,000,6
53,03,030,010,2,2,1,2,0,0,0,0,000,6
53,03,030,011,2,2,1,2,0,0,0,0,000,6
53,03,030,012,2,2,1,2,0,1,0,1,000,6
53,03,030,013,2,2,1,2,0,0,0,0,000,6
53,03,030,014,2,2,1,2,0,0,0,0,000,6
53,03,030,015,2,2,1,2,0,0,0,0,000,6
53,03,030,016,2,2,1,2,0,0,0,0,000,6
53,03,030,017,2,2,1,3,0,0,0,0,000,6
53,03,040,001,2,2,1,2,0,0,0,0,000,6
53,03,040,002,2,2,1,2,0,0,0,0,000,6
53,03,040,003,2,2,1,2,0,0,0,0,000,6
53,03,040,004,2,2,1,2,0,0,0,0,000,6
53,03,040,005,2,1,1,2,0,1,0,1,000,6
53,03,040,006,2,2,1,2,0,0,0,0,000,6
53,03,040,007,2,2,1,2,0,0,0,0,000,6
53,03,040,008,2,2,1,2,0,0,0,0,000,6
53,03,040,009,2,2,1,2,0,0,0,0,000,6
53,03,050,001,2,2,1,2,0,0,0,0,000,6
53,03,050,002,2,2,1,2,0,0,0,0,000,6
53,03,050,003,2,2,1,2,0,0,0,0,000,6
53,03,050,004,2,2,1,2,0,0,0,0,000,6
53,03,050,005,2,2,1,2,0,0,0,0,000,6
53,03,050,006,2,2,1,2,0,0,0,0,000,6
53,03,050,007,2,2,1,2,0,0,0,0,000,6
53,03,050,008,2,2,1,3,0,0,0,0,000,6
53,03,050,009,2,2,1,2,0,0,0,0,000,6
53,03,050,010,1,2,2,3,1,1,1,1,000,6
53,03,060,001,2,2,2,2,0,0,0,0,000,6
53,03,060,002,2,2,1,2,0,0,0,0,000,6
53,03,060,003,2,2,1,2,0,0,0,0,000,6
53,03,060,004,2,2,1,2,0,0,0,0,000,6
53,03,060,005,2,2,1,2,0,0,0,0,000,6
53,03,060,006,2,2,1,2,0,0,0,0,000,6
53,03,060,007,2,2,1,2,0,0,0,0,000,6
53,03,060,008,2,2,1,2,0,0,0,0,000,6
53,03,060,009,2,2,1,2,0,0,0,0,000,6
53,03,070,001,2,2,1,2,0,0,0,0,000,6
53,03,070,002,2,2,1,2,0,0,0,0,000,6
53,03,070,003,2,2,1,2,0,0,0,0,000,6
53,03,070,004,2,2,1,2,0,0,0,0,000,6
53,03,070,005,2,2,1,2,0,0,0,0,000,6
53,03,070,006,2,2,1,2,0,0,0,0,000,6
53,03,070,007,2,2,1,2,0,0,0,0,000,6
53,03,070,008,2,2,1,2,0,0,0,0,000,6
53,03,070,009,2,2,1,2,0,0,0,0,000,6
53,03,070,010,2,2,1,2,0,0,0,0,000,6
53,03,070,011,2,2,1,2,0,1,0,1,000,6
53,03,080,001,2,2,1,2,0,0,0,0,000,6
53,03,080,002,2,2,1,1,0,0,0,0,000,6
53,03,080,003,2,2,1,3,0,0,0,0,000,6
53,03,080,004,2,2,1,3,0,0,0,0,000,6
53,03,080,005,2,2,1,2,0,0,0,0,000,6
53,03,080,006,2,2,1,2,0,0,0,0,000,6
53,03,080,007,2,2,1,2,0,0,0,0,000,6
53,03,080,008,2,2,1,1,0,0,0,0,000,6
53,03,080,009,2,2,1,1,0,0,0,0,000,6
53,03,080,010,2,2,1,2,0,0,0,0,000,6
53,03,090,001,2,2,1,2,0,0,0,0,000,6
53,03,090,002,2,2,1,2,0,0,0,0,000,6
53,03,090,003,2,2,1,2,0,0,0,0,000,6
53,03,090,004,2,2,1,2,0,0,0,0,000,6
53,03,090,005,2,2,1,2,0,0,0,0,000,6
53,03,090,006,2,2,1,2,0,0,0,0,000,6
53,03,090,007,2,2,1,2,0,0,0,0,000,6
53,03,090,008,2,2,1,2,0,0,0,0,000,6
53,03,090,009,2,2,1,2,0,0,0,0,000,6
53,03,090,010,2,2,1,2,0,0,0,0,000,6
53,03,090,011,2,2,1,2,0,0,0,0,000,6
53,03,090,012,2,2,1,2,0,0,0,0,000,6
53,03,090,013,2,2,1,2,0,0,0,0,000,6
53,03,090,014,2,2,1,2,0,0,0,0,000,6
53,03,090,015,2,2,1,2,0,0,0,0,000,6
53,03,090,016,2,2,1,2,0,0,0,0,000,6
53,03,090,017,2,2,1,2,0,0,0,0,000,6
53,03,090,018,2,2,1,2,0,0,0,0,000,6
53,03,090,019,2,2,1,2,0,0,0,0,000,6
53,03,090,020,2,2,1,2,0,0,0,0,000,6
53,03,090,021,2,2,1,3,0,0,0,0,000,6
53,03,090,022,2,2,1,2,0,0,0,0,000,6
53,03,090,023,2,2,1,2,0,0,0,0,000,6
53,03,090,024,2,2,1,2,0,0,0,0,000,6
53,03,090,025,2,2,1,2,0,0,0,0,000,6
53,03,090,026,2,2,1,3,0,1,0,1,000,6
53,03,090,027,2,2,1,2,0,0,0,0,000,6
53,03,090,028,2,2,1,3,0,1,0,1,000,6
53,03,090,029,1,2,1,3,0,0,0,0,000,6
53,03,090,030,1,2,1,2,0,0,0,0,000,6
53,03,100,001,2,2,1,2,0,0,0,0,000,6
53,03,100,002,2,2,1,2,0,0,0,0,000,6
53,03,100,003,2,2,1,3,0,0,0,0,000,6
53,03,100,004,2,2,1,2,0,0,0,0,000,6
53,03,100,005,2,2,1,2,0,0,0,0,000,6
53,03,100,006,2,2,1,2,0,0,0,0,000,6
53,03,100,007,2,2,1,3,0,1,0,1,000,6
53,03,100,008,2,2,1,3,0,0,0,0,000,6
53,03,100,009,2,2,1,2,0,0,0,0,000,6
53,03,100,010,2,2,1,3,0,1,0,1,000,6
53,03,100,011,2,2,1,2,0,1,0,1,000,6
53,03,100,012,2,2,1,3,0,2,0,2,000,6
53,03,100,013,2,2,1,3,0,1,0,1,000,6
53,03,100,014,2,2,1,2,0,0,0,0,000,6
53,03,100,015,1,2,1,2,0,2,0,2,000,6
53,03,100,016,2,2,1,2,0,0,0,0,000,6
53,03,100,017,2,2,1,2,0,0,0,0,000,6
53,03,100,018,2,2,1,2,0,1,0,1,000,6
53,03,100,019,2,2,1,2,0,3,0,4,000,6
